EventName,EventDate,Quantity,Price,EventDateNo
Cafe Society,"Jul 30, 2016 5:00:00 PM",28,218.25,28
Cafe Society,"Jul 30, 2016 7:30:00 PM",97,854.25,29
Cafe Society,"Jul 31, 2016 2:30:00 PM",44,340.5,30
Cafe Society,"Jul 31, 2016 5:00:00 PM",28,217.5,31
Cafe Society,"Jul 31, 2016 7:30:00 PM",12,105.25,32
Cairo in One Breath,"May 2, 2017 7:00:00 PM",74,692.0,1
Cameraperson,"Jan 31, 2017 7:00:00 PM",12,120.0,1
Can You Ever Forgive Me?,"Nov 16, 2018 5:00:00 PM",40,312.25,1
Can You Ever Forgive Me?,"Nov 16, 2018 7:30:00 PM",73,670.25,2
Can You Ever Forgive Me?,"Nov 17, 2018 2:30:00 PM",40,329.0,3
Can You Ever Forgive Me?,"Nov 17, 2018 5:00:00 PM",59,484.75,4
Can You Ever Forgive Me?,"Nov 17, 2018 7:30:00 PM",80,717.5,5
Can You Ever Forgive Me?,"Nov 18, 2018 2:30:00 PM",46,373.5,6
Can You Ever Forgive Me?,"Nov 18, 2018 5:00:00 PM",37,303.5,7
Can You Ever Forgive Me?,"Nov 18, 2018 7:30:00 PM",20,174.25,8
Can You Ever Forgive Me?,"Nov 19, 2018 5:00:00 PM",19,155.75,9
Can You Ever Forgive Me?,"Nov 19, 2018 7:30:00 PM",15,134.75,10
Can You Ever Forgive Me?,"Nov 20, 2018 4:30:00 PM",21,166.0,11
Can You Ever Forgive Me?,"Nov 21, 2018 5:00:00 PM",12,100.5,12
Can You Ever Forgive Me?,"Nov 21, 2018 7:30:00 PM",20,170.0,13
Can You Ever Forgive Me?,"Nov 22, 2018 2:30:00 PM",13,108.5,14
Can You Ever Forgive Me?,"Nov 22, 2018 5:00:00 PM",21,177.0,15
Can You Ever Forgive Me?,"Nov 22, 2018 7:30:00 PM",41,382.5,16
Can You Ever Forgive Me?,"Nov 23, 2018 5:00:00 PM",39,314.5,17
Can You Ever Forgive Me?,"Nov 23, 2018 7:30:00 PM",40,379.5,18
Can You Ever Forgive Me?,"Nov 24, 2018 5:00:00 PM",38,319.0,19
Can You Ever Forgive Me?,"Nov 24, 2018 7:30:00 PM",35,320.75,20
Can You Ever Forgive Me?,"Nov 25, 2018 2:30:00 PM",52,426.5,21
Can You Ever Forgive Me?,"Nov 25, 2018 5:00:00 PM",20,163.0,22
Can You Ever Forgive Me?,"Nov 25, 2018 7:30:00 PM",16,149.75,23
Can You Ever Forgive Me?,"Nov 26, 2018 4:30:00 PM",14,112.75,24
Can You Ever Forgive Me?,"Nov 27, 2018 4:30:00 PM",20,163.0,25
Can You Ever Forgive Me?,"Nov 28, 2018 5:00:00 PM",20,166.0,26
Can You Ever Forgive Me?,"Nov 28, 2018 7:30:00 PM",26,238.5,27
Can You Ever Forgive Me?,"Nov 29, 2018 5:00:00 PM",13,110.75,28
Can You Ever Forgive Me?,"Nov 29, 2018 7:30:00 PM",25,226.0,29
Candyman,"Feb 22, 2019 9:30:00 PM",19,128.0,1
Candyman,"Feb 23, 2019 9:30:00 PM",10,80.0,2
Candyman,"Feb 28, 2019 9:30:00 PM",2,16.0,3
Cape Fear,"Aug 4, 2016 10:00:00 PM",20,152.0,1
Cape Fear,"Jul 29, 2016 10:00:00 PM",11,88.0,2
Cape Fear,"Jul 30, 2016 10:00:00 PM",21,160.0,3
Cape Fear,"Jul 31, 2016 11:30:00 PM",20,118.5,4
Capernaum,"Feb 15, 2019 7:00:00 PM",36,317.75,1
Capernaum,"Feb 16, 2019 7:00:00 PM",49,423.5,2
Capernaum,"Feb 17, 2019 4:00:00 PM",46,382.25,3
Capernaum,"Feb 18, 2019 4:00:00 PM",7,60.5,4
Capernaum,"Feb 19, 2019 4:00:00 PM",12,91.0,5
Capernaum,"Feb 20, 2019 7:30:00 PM",25,209.0,6
Capernaum,"Feb 21, 2019 7:30:00 PM",27,217.75,7
Carmen Jones,"May 29, 2018 7:30:00 PM",38,292.0,1
Casablanca,"Feb 14, 2017 8:00:00 PM",220,2200.0,1
Casablanca,"Feb 14, 2018 7:30:00 PM",154,1208.0,2
Casablanca,"Feb 14, 2019 7:30:00 PM",190,1702.0,3
CatVideoFest 2018,"Dec 8, 2018 12:00:00 PM",31,236.75,1
CatVideoFest 2018,"Dec 9, 2018 12:00:00 PM",69,581.0,2
CatVideoFest 2018,"Nov 27, 2018 7:00:00 PM",190,1691.75,3
Cemetery Without Crosses,"Jul 27, 2018 10:00:00 PM",1,8.0,1
Cemetery Without Crosses,"Jul 28, 2018 10:00:00 PM",12,96.0,2
Certain Women,"Nov 10, 2016 5:00:00 PM",14,110.25,1
Certain Women,"Nov 10, 2016 7:30:00 PM",20,178.25,2
Certain Women,"Nov 4, 2016 5:00:00 PM",12,87.75,3
Certain Women,"Nov 4, 2016 7:30:00 PM",30,266.0,4
Certain Women,"Nov 5, 2016 2:30:00 PM",20,130.5,5
Certain Women,"Nov 5, 2016 5:00:00 PM",10,77.25,6
Certain Women,"Nov 5, 2016 7:30:00 PM",37,321.5,7
Certain Women,"Nov 6, 2016 2:00:00 PM",12,94.5,8
Certain Women,"Nov 6, 2016 4:30:00 PM",21,168.75,9
Certain Women,"Nov 7, 2016 5:00:00 PM",10,77.25,10
Certain Women,"Nov 8, 2016 4:00:00 PM",8,61.5,11
Certain Women,"Nov 9, 2016 2:30:00 PM",2,15.75,12
Certain Women,"Nov 9, 2016 5:00:00 PM",19,147.0,13
Chavela,"Sep 22, 2017 7:45:00 PM",76,671.5,1
Children of Men,"Dec 10, 2016 10:00:00 PM",20,144.0,1
Children of Men,"Dec 15, 2016 10:00:00 PM",27,200.0,2
Children of Men,"Dec 9, 2016 10:00:00 PM",26,208.0,3
Chimes at Midnight,"Sep 21, 2016 7:30:00 PM",58,40.0,1
Christine,"May 3, 2019 9:30:00 PM",15,104.0,1
Christine,"May 4, 2019 9:30:00 PM",7,48.0,2
Climax,"Jul 11, 2019 9:30:00 PM",11,88.0,1
Climax,"Jul 5, 2019 9:30:00 PM",12,96.0,2
Climax,"Jul 6, 2019 9:30:00 PM",11,72.0,3
Close Encounters of the Third Kind,"Feb 26, 2018 7:30:00 PM",52,453.5,1
Cold War,"Feb 22, 2019 5:00:00 PM",24,181.25,1
Cold War,"Feb 22, 2019 7:30:00 PM",59,527.0,2
Cold War,"Feb 23, 2019 2:30:00 PM",33,279.75,3
Cold War,"Feb 23, 2019 5:00:00 PM",19,146.25,4
Cold War,"Feb 23, 2019 7:30:00 PM",50,462.75,5
Cold War,"Feb 24, 2019 12:00:00 PM",12,99.75,6
Cold War,"Feb 24, 2019 2:30:00 PM",23,193.0,7
Cold War,"Feb 24, 2019 5:00:00 PM",23,197.5,8
Cold War,"Feb 25, 2019 7:30:00 PM",6,54.75,9
Cold War,"Feb 26, 2019 5:00:00 PM",9,73.5,10
Cold War,"Feb 26, 2019 7:30:00 PM",10,85.5,11
Cold War,"Feb 27, 2019 5:00:00 PM",18,139.0,12
Cold War,"Feb 27, 2019 7:30:00 PM",20,182.5,13
Cold War,"Feb 28, 2019 5:00:00 PM",19,152.75,14
Cold War,"Feb 28, 2019 7:30:00 PM",28,244.75,15
Cold War,"Mar 2, 2019 7:30:00 PM",35,329.5,16
Cold War,"Mar 4, 2019 5:00:00 PM",9,61.0,17
Colossal,"May 10, 2017 4:30:00 PM",19,152.25,1
Colossal,"May 11, 2017 7:30:00 PM",44,407.25,2
Colossal,"May 24, 2017 10:00:00 PM",31,293.25,3
Colossal,"May 5, 2017 7:30:00 PM",40,369.75,4
Colossal,"May 6, 2017 7:30:00 PM",67,600.0,5
Colossal,"May 7, 2017 3:30:00 PM",32,258.75,6
Colossal,"May 8, 2017 4:30:00 PM",10,78.75,7
Colossal,"May 9, 2017 4:30:00 PM",10,78.0,8
Columbus,"Sep 15, 2017 5:00:00 PM",11,74.75,1
Columbus,"Sep 15, 2017 7:30:00 PM",43,367.0,2
Columbus,"Sep 16, 2017 2:30:00 PM",43,319.5,3
Columbus,"Sep 16, 2017 5:00:00 PM",17,130.5,4
Columbus,"Sep 16, 2017 7:30:00 PM",76,673.75,5
Columbus,"Sep 17, 2017 5:30:00 PM",46,360.75,6
Columbus,"Sep 17, 2017 8:00:00 PM",38,337.25,7
Columbus,"Sep 18, 2017 4:30:00 PM",18,130.5,8
Columbus,"Sep 19, 2017 4:30:00 PM",24,183.0,9
Columbus,"Sep 20, 2017 5:00:00 PM",17,132.0,10
Columbus,"Sep 20, 2017 7:30:00 PM",18,144.0,11
Columbus,"Sep 21, 2017 5:00:00 PM",17,130.5,12
Columbus,"Sep 21, 2017 7:30:00 PM",44,353.25,13
Cooley High,"Mar 14, 2017 7:00:00 PM",11,94.0,1
Crooklyn,"Jun 12, 2019 7:30:00 PM",12,79.5,1
Damsel,"Aug 3, 2018 5:00:00 PM",12,102.75,1
Damsel,"Aug 4, 2018 5:00:00 PM",21,177.0,2
Damsel,"Aug 6, 2018 7:30:00 PM",16,87.0,3
Damsel,"Aug 9, 2018 2:30:00 PM",10,84.5,4
Darkest Hour,"Dec 22, 2017 5:00:00 PM",31,240.75,1
Darkest Hour,"Dec 22, 2017 7:30:00 PM",76,665.5,2
Darkest Hour,"Dec 23, 2017 2:30:00 PM",40,309.75,3
Darkest Hour,"Dec 23, 2017 5:00:00 PM",32,251.25,4
Darkest Hour,"Dec 23, 2017 7:30:00 PM",30,248.75,5
Darkest Hour,"Dec 24, 2017 2:30:00 PM",18,144.75,6
Darkest Hour,"Dec 24, 2017 5:00:00 PM",15,117.75,7
Darkest Hour,"Dec 25, 2017 12:00:00 PM",29,204.75,8
Darkest Hour,"Dec 25, 2017 2:30:00 PM",52,403.5,9
Darkest Hour,"Dec 25, 2017 5:00:00 PM",44,330.0,10
Darkest Hour,"Dec 25, 2017 7:30:00 PM",16,128.25,11
Darkest Hour,"Dec 26, 2017 5:00:00 PM",47,370.5,12
Darkest Hour,"Dec 26, 2017 7:30:00 PM",18,159.75,13
Darkest Hour,"Dec 27, 2017 5:00:00 PM",21,164.25,14
Darkest Hour,"Dec 27, 2017 7:30:00 PM",14,130.0,15
Darkest Hour,"Dec 28, 2017 5:00:00 PM",38,300.0,16
Darkest Hour,"Dec 28, 2017 7:30:00 PM",36,322.25,17
Darkest Hour,"Dec 29, 2017 5:00:00 PM",15,118.5,18
Darkest Hour,"Dec 29, 2017 7:30:00 PM",17,152.5,19
Darkest Hour,"Dec 30, 2017 12:00:00 PM",14,112.5,20
Darkest Hour,"Dec 30, 2017 2:30:00 PM",38,288.75,21
Darkest Hour,"Dec 30, 2017 5:00:00 PM",42,335.25,22
Darkest Hour,"Dec 30, 2017 7:30:00 PM",52,465.0,23
Darkest Hour,"Dec 31, 2017 12:00:00 PM",8,63.75,24
Darkest Hour,"Dec 31, 2017 2:30:00 PM",42,332.25,25
Darkest Hour,"Dec 31, 2017 5:00:00 PM",48,377.75,26
Darkest Hour,"Jan 1, 2018 12:00:00 PM",10,78.75,27
Darkest Hour,"Jan 1, 2018 2:30:00 PM",30,207.0,28
Darkest Hour,"Jan 1, 2018 5:00:00 PM",4,30.75,29
Darkest Hour,"Jan 1, 2018 7:30:00 PM",5,48.75,30
Darkest Hour,"Jan 4, 2018 5:00:00 PM",16,124.5,31
Darkest Hour,"Jan 4, 2018 7:30:00 PM",19,151.0,32
Daughters of the Dust,"Feb 20, 2017 7:00:00 PM",85,743.25,1
Dawn of the Dead,"Nov 3, 2016 10:00:00 PM",9,72.0,1
Dawn of the Dead,"Oct 28, 2016 10:00:00 PM",23,184.0,2
Dawson City: Frozen Time,"Oct 18, 2017 7:00:00 PM",63,290.0,1
Deconstructing the Beatles' Revolver,"Aug 6, 2017 12:00:00 PM",43,426.0,1
Deconstructing the Beatles' Sgt. Pepper,"Jun 3, 2017 12:00:00 PM",29,288.0,1
Deconstructing the Beatles' Sgt. Pepper,"Jun 4, 2017 12:00:00 PM",39,384.0,2
Deconstructing the Beatles' White Album,"Oct 7, 2017 12:00:00 PM",22,203.5,1
Deconstructing the Beatles' White Album,"Oct 8, 2017 12:00:00 PM",18,165.0,2
Deconstructing the Beatles: 1963 Yeah! Yeah! Yeah!,"Sep 18, 2018 7:15:00 PM",23,219.75,1
Deconstructing the Birth of the Beatles,"Jul 31, 2018 7:30:00 PM",49,454.0,1
Deep Red,"Sep 21, 2018 10:00:00 PM",18,127.0,1
Deep Red,"Sep 22, 2018 10:00:00 PM",34,272.0,2
Demon,"Oct 1, 2016 10:00:00 PM",25,200.0,1
Demon,"Oct 6, 2016 10:00:00 PM",29,232.0,2
Demon,"Sep 30, 2016 10:00:00 PM",18,136.0,3
Denial,"Nov 1, 2016 5:00:00 PM",7,52.5,1
Denial,"Nov 2, 2016 3:30:00 PM",5,38.25,2
Denial,"Nov 3, 2016 5:00:00 PM",10,78.0,3
Denial,"Oct 21, 2016 4:45:00 PM",7,38.25,4
Denial,"Oct 21, 2016 7:15:00 PM",19,167.75,5
Denial,"Oct 22, 2016 4:45:00 PM",14,106.5,6
Denial,"Oct 22, 2016 7:15:00 PM",30,263.25,7
Denial,"Oct 23, 2016 1:00:00 PM",5,39.0,8
Denial,"Oct 23, 2016 3:30:00 PM",12,94.5,9
Denial,"Oct 24, 2016 4:30:00 PM",9,71.25,10
Denial,"Oct 25, 2016 4:45:00 PM",3,22.5,11
Denial,"Oct 25, 2016 7:15:00 PM",17,144.0,12
Denial,"Oct 26, 2016 4:45:00 PM",3,23.25,13
Denial,"Oct 26, 2016 7:15:00 PM",2,16.0,14
Denial,"Oct 27, 2016 4:45:00 PM",7,54.0,15
Denial,"Oct 27, 2016 7:15:00 PM",17,147.0,16
Denial,"Oct 28, 2016 5:00:00 PM",12,91.5,17
Denial,"Oct 29, 2016 5:00:00 PM",16,125.25,18
Denial,"Oct 30, 2016 3:30:00 PM",13,93.0,19
Denial,"Oct 31, 2016 5:00:00 PM",1,7.5,20
Destroyer,"Mar 22, 2019 9:30:00 PM",5,40.0,1
Destroyer,"Mar 23, 2019 9:30:00 PM",13,104.0,2
Destroyer,"Mar 24, 2019 2:00:00 PM",22,175.5,3
Devotion,"Oct 19, 2016 10:00:00 PM",3,24.0,1
Dilili in Paris,"Jul 20, 2019 11:30:00 AM",23,0.0,1
Dilili in Paris,"Jul 21, 2019 11:30:00 AM",19,0.0,2
Dirty Dancing,"Mar 9, 2018 10:00:00 PM",18,128.0,1
Disobedience,"Jun 10, 2018 12:00:00 PM",10,86.0,1
Disobedience,"Jun 10, 2018 5:00:00 PM",22,183.5,2
Disobedience,"Jun 11, 2018 7:30:00 PM",26,209.0,3
Disobedience,"Jun 12, 2018 5:00:00 PM",20,163.75,4
Disobedience,"Jun 14, 2018 8:50:00 PM",26,245.75,5
Disobedience,"Jun 8, 2018 7:30:00 PM",38,337.5,6
Disobedience,"Jun 9, 2018 7:30:00 PM",51,457.5,7
Do the Right Thing,"Aug 10, 2018 10:00:00 PM",23,184.0,1
Do the Right Thing,"Aug 11, 2018 10:00:00 PM",17,128.0,2
Do the Right Thing,"Aug 16, 2018 10:00:00 PM",10,80.0,3
Dog Day Afternoon,"Aug 26, 2016 10:00:00 PM",22,168.0,1
Dog Day Afternoon,"Aug 27, 2016 10:00:00 PM",12,80.0,2
Dog Day Afternoon,"Aug 28, 2016 11:30:00 AM",13,94.5,3
Dog Day Afternoon,"Sep 1, 2016 10:00:00 PM",17,136.0,4
Dolores,"Sep 24, 2017 3:45:00 PM",50,405.5,1
Dolores,"Sep 26, 2017 6:00:00 PM",38,314.0,2
Dolores,"Sep 28, 2017 7:00:00 PM",61,508.5,3
Don't Think Twice,"Sep 10, 2016 2:30:00 PM",14,108.75,1
Don't Think Twice,"Sep 10, 2016 5:00:00 PM",26,204.0,2
Don't Think Twice,"Sep 10, 2016 7:30:00 PM",67,604.0,3
Don't Think Twice,"Sep 11, 2016 2:30:00 PM",17,135.0,4
Don't Think Twice,"Sep 11, 2016 5:00:00 PM",21,168.75,5
Don't Think Twice,"Sep 11, 2016 7:30:00 PM",25,233.0,6
Don't Think Twice,"Sep 12, 2016 5:00:00 PM",5,39.0,7
Don't Think Twice,"Sep 12, 2016 7:30:00 PM",19,175.5,8
Don't Think Twice,"Sep 13, 2016 5:00:00 PM",10,79.5,9
Don't Think Twice,"Sep 13, 2016 7:30:00 PM",11,103.75,10
Don't Think Twice,"Sep 14, 2016 5:00:00 PM",2,16.5,11
Don't Think Twice,"Sep 14, 2016 7:30:00 PM",22,179.0,12
Don't Think Twice,"Sep 15, 2016 5:00:00 PM",10,70.5,13
Don't Think Twice,"Sep 15, 2016 7:30:00 PM",26,244.25,14
Don't Think Twice,"Sep 2, 2016 5:00:00 PM",12,96.0,15
Don't Think Twice,"Sep 2, 2016 7:30:00 PM",119,1086.0,16
Don't Think Twice,"Sep 3, 2016 2:30:00 PM",24,164.25,17
Don't Think Twice,"Sep 3, 2016 5:00:00 PM",31,217.5,18
Don't Think Twice,"Sep 3, 2016 7:30:00 PM",102,929.5,19
Don't Think Twice,"Sep 4, 2016 2:30:00 PM",59,465.75,20
Don't Think Twice,"Sep 4, 2016 5:00:00 PM",51,375.0,21
Don't Think Twice,"Sep 4, 2016 7:30:00 PM",72,651.25,22
Don't Think Twice,"Sep 5, 2016 5:00:00 PM",56,444.0,23
Don't Think Twice,"Sep 5, 2016 7:30:00 PM",46,401.5,24
Don't Think Twice,"Sep 6, 2016 5:00:00 PM",13,104.25,25
Don't Think Twice,"Sep 6, 2016 7:30:00 PM",21,192.25,26
Don't Think Twice,"Sep 7, 2016 5:00:00 PM",10,77.25,27
Don't Think Twice,"Sep 7, 2016 7:30:00 PM",43,398.5,28
Don't Think Twice,"Sep 8, 2016 4:30:00 PM",10,80.25,29
Don't Think Twice,"Sep 8, 2016 6:30:00 PM",21,196.75,30
Don't Think Twice,"Sep 9, 2016 5:00:00 PM",5,31.5,31
Don't Think Twice,"Sep 9, 2016 7:30:00 PM",39,355.0,32
Donnie Darko,"Apr 12, 2017 10:00:00 PM",70,560.0,1
Donnie Darko,"Apr 13, 2017 10:00:00 PM",19,152.0,2
Donnie Darko,"Apr 26, 2017 10:00:00 PM",58,440.0,3
Donnie Darko,"Apr 7, 2017 10:00:00 PM",106,848.0,4
Donnie Darko,"Apr 8, 2017 10:00:00 PM",83,648.0,5
Don’t Look Now,"Jan 11, 2019 9:30:00 PM",10,64.0,1
Don’t Look Now,"Jan 12, 2019 9:30:00 PM",6,32.0,2
Don’t Look Now,"Jan 17, 2019 9:30:00 PM",23,176.0,3
Dr. Jekyll and Mr. Hyde,"Oct 22, 2017 8:30:00 PM",64,748.0,1
Dreaming of a Jewish Christmas,"Apr 7, 2019 4:00:00 PM",72,600.0,1
Echo In The Canyon,"Aug 10, 2019 12:00:00 PM",18,123.0,1
Echo In The Canyon,"Aug 10, 2019 7:30:00 PM",40,347.75,2
Echo In The Canyon,"Aug 11, 2019 12:00:00 PM",11,90.25,3
Echo In The Canyon,"Aug 11, 2019 5:00:00 PM",32,262.75,4
Echo In The Canyon,"Aug 12, 2019 7:30:00 PM",28,156.0,5
Echo In The Canyon,"Aug 13, 2019 5:00:00 PM",18,150.0,6
Echo In The Canyon,"Aug 14, 2019 5:00:00 PM",17,139.0,7
Echo In The Canyon,"Aug 15, 2019 7:30:00 PM",36,318.25,8
Echo In The Canyon,"Aug 9, 2019 7:30:00 PM",27,221.0,9
Edge of Seventeen,"Oct 24, 2016 7:00:00 PM",1,0.0,1
El Mar La Mar,"May 23, 2018 7:30:00 PM",12,90.0,1
Elle,"Jan 13, 2017 10:00:00 PM",13,117.5,1
Elle,"Jan 14, 2017 10:00:00 PM",20,177.5,2
Elle,"Jan 14, 2017 11:30:00 AM",9,70.5,3
Elle,"Jan 15, 2017 10:00:00 PM",12,109.5,4
Elle,"Jan 15, 2017 11:30:00 AM",34,261.75,5
Elle,"Jan 18, 2017 10:00:00 PM",17,146.75,6
Elle,"Jan 19, 2017 10:00:00 PM",19,165.0,7
Empire of the Ants,"Mar 5, 2018 7:30:00 PM",36,282.5,1
Endless Poetry,"Aug 2, 2017 10:00:00 PM",16,153.0,1
Endless Poetry,"Aug 3, 2017 10:00:00 PM",35,324.25,2
Endless Poetry,"Jul 28, 2017 10:00:00 PM",31,284.25,3
Endless Poetry,"Jul 29, 2017 10:00:00 PM",28,249.0,4
Eraserhead,"Oct 12, 2017 10:00:00 PM",38,272.0,1
Eraserhead,"Oct 6, 2017 10:00:00 PM",39,296.0,2
Eraserhead,"Oct 7, 2017 10:00:00 PM",40,312.0,3
Ernest Scared Stupid,"Oct 18, 2017 10:00:00 PM",31,0.0,1
Eugene Onegin,"Sep 24, 2016 11:00:00 AM",52,727.5,1
Everglades of the North,"Nov 8, 2017 7:30:00 PM",246,0.0,1
Ex Libris: The New York Public Library,"Nov 14, 2017 6:30:00 PM",104,430.0,1
Ex Machina,"Feb 19, 2018 7:30:00 PM",70,622.5,1
Faces Places,"Nov 3, 2017 9:30:00 PM",13,115.5,1
Faces Places,"Nov 4, 2017 12:30:00 PM",17,132.75,2
Faces Places,"Nov 4, 2017 9:30:00 PM",16,146.75,3
Faces Places,"Nov 5, 2017 12:30:00 PM",55,397.25,4
Faces Places,"Nov 6, 2017 7:00:00 PM",21,175.75,5
Faces Places,"Nov 9, 2017 9:30:00 PM",27,243.5,6
Fanny and Alexander,"Sep 17, 2018 7:30:00 PM",44,349.5,1
Femme Frontera Filmmaker Showcase,"Mar 8, 2018 7:30:00 PM",49,421.0,1
Film Stars Don't Die in Liverpool,"Mar 10, 2018 5:00:00 PM",25,206.75,1
Film Stars Don't Die in Liverpool,"Mar 10, 2018 7:30:00 PM",24,213.75,2
Film Stars Don't Die in Liverpool,"Mar 11, 2018 5:00:00 PM",20,165.25,3
Film Stars Don't Die in Liverpool,"Mar 11, 2018 7:30:00 PM",10,76.5,4
Film Stars Don't Die in Liverpool,"Mar 12, 2018 5:00:00 PM",11,75.0,5
Film Stars Don't Die in Liverpool,"Mar 13, 2018 5:00:00 PM",7,60.5,6
Film Stars Don't Die in Liverpool,"Mar 13, 2018 7:30:00 PM",15,139.5,7
Film Stars Don't Die in Liverpool,"Mar 14, 2018 5:00:00 PM",9,75.75,8
Film Stars Don't Die in Liverpool,"Mar 14, 2018 7:30:00 PM",24,212.75,9
Film Stars Don't Die in Liverpool,"Mar 15, 2018 5:00:00 PM",13,91.0,10
Film Stars Don't Die in Liverpool,"Mar 15, 2018 7:30:00 PM",13,111.25,11
Film Stars Don't Die in Liverpool,"Mar 9, 2018 5:00:00 PM",14,97.5,12
Film Stars Don't Die in Liverpool,"Mar 9, 2018 7:30:00 PM",27,234.0,13
Filmworker,"Jun 5, 2018 7:30:00 PM",39,200.0,1
First Man,"Oct 8, 2018 8:00:00 PM",2,0.0,1
First Reformed,"Jun 15, 2018 5:00:00 PM",23,182.75,1
First Reformed,"Jun 15, 2018 7:30:00 PM",48,437.75,2
First Reformed,"Jun 16, 2018 2:30:00 PM",68,559.0,3
First Reformed,"Jun 16, 2018 5:00:00 PM",46,359.0,4
First Reformed,"Jun 16, 2018 7:30:00 PM",71,641.5,5
First Reformed,"Jun 17, 2018 2:30:00 PM",95,787.0,6
First Reformed,"Jun 17, 2018 5:00:00 PM",44,367.0,7
First Reformed,"Jun 17, 2018 7:30:00 PM",27,239.5,8
First Reformed,"Jun 18, 2018 5:00:00 PM",28,216.25,9
First Reformed,"Jun 19, 2018 5:00:00 PM",18,148.5,10
First Reformed,"Jun 19, 2018 7:30:00 PM",47,443.75,11
First Reformed,"Jun 20, 2018 5:00:00 PM",24,201.0,12
First Reformed,"Jun 20, 2018 7:30:00 PM",32,298.75,13
First Reformed,"Jun 21, 2018 4:00:00 PM",12,98.25,14
First Reformed,"Jun 21, 2018 6:30:00 PM",18,157.25,15
First Reformed,"Jun 22, 2018 5:00:00 PM",24,198.75,16
First Reformed,"Jun 22, 2018 7:30:00 PM",40,359.25,17
First Reformed,"Jun 23, 2018 2:30:00 PM",26,216.25,18
First Reformed,"Jun 23, 2018 5:00:00 PM",24,198.0,19
First Reformed,"Jun 23, 2018 7:30:00 PM",45,415.75,20
First Reformed,"Jun 24, 2018 2:30:00 PM",40,330.5,21
First Reformed,"Jun 24, 2018 5:00:00 PM",30,252.75,22
First Reformed,"Jun 24, 2018 7:30:00 PM",32,304.5,23
First Reformed,"Jun 25, 2018 5:00:00 PM",18,150.75,24
First Reformed,"Jun 26, 2018 5:00:00 PM",25,202.5,25
First Reformed,"Jun 27, 2018 5:00:00 PM",13,91.0,26
First Reformed,"Jun 27, 2018 7:30:00 PM",24,233.25,27
First Reformed,"Jun 28, 2018 4:00:00 PM",12,99.75,28
First Reformed,"Jun 28, 2018 6:30:00 PM",35,336.5,29
First Reformed,"Jun 28, 2018 9:00:00 PM",10,96.5,30
Flashdance,"Mar 10, 2018 10:00:00 PM",10,72.0,1
Flower and Sword,"Oct 22, 2017 10:00:00 AM",51,1020.0,1
Foreign Body,"Sep 23, 2018 7:00:00 PM",19,90.0,1
"Found Footage Festival, Vol. 8","Oct 5, 2017 8:00:00 PM",108,1060.0,1
Found Footage Festival: Cherished Gems,"Jan 24, 2019 8:00:00 PM",193,2056.0,1
Frantz,"May 10, 2017 7:00:00 PM",29,247.25,1
Frantz,"May 11, 2017 5:00:00 PM",31,237.0,2
Frantz,"May 5, 2017 5:00:00 PM",17,132.0,3
Frantz,"May 6, 2017 12:00:00 PM",4,30.75,4
Frantz,"May 6, 2017 5:00:00 PM",23,178.5,5
Frantz,"May 7, 2017 1:00:00 PM",7,54.0,6
Free Solo,"Nov 10, 2018 2:30:00 PM",48,399.0,1
Free Solo,"Nov 11, 2018 5:00:00 PM",83,686.75,2
Free Solo,"Nov 14, 2018 5:00:00 PM",57,480.75,3
Free Solo,"Nov 2, 2018 5:00:00 PM",17,146.5,4
Free Solo,"Nov 2, 2018 7:30:00 PM",81,729.0,5
Free Solo,"Nov 3, 2018 2:30:00 PM",16,132.75,6
Free Solo,"Nov 3, 2018 5:00:00 PM",29,242.5,7
Free Solo,"Nov 3, 2018 7:30:00 PM",49,453.25,8
Free Solo,"Nov 4, 2018 2:30:00 PM",63,500.75,9
Free Solo,"Nov 4, 2018 5:00:00 PM",32,275.5,10
Free Solo,"Nov 4, 2018 7:30:00 PM",40,377.0,11
Free Solo,"Nov 5, 2018 5:00:00 PM",15,120.25,12
Free Solo,"Nov 6, 2018 5:00:00 PM",5,34.25,13
Free Solo,"Nov 7, 2018 5:00:00 PM",15,126.75,14
Free Solo,"Nov 7, 2018 7:30:00 PM",37,315.5,15
Free Solo,"Nov 8, 2018 5:00:00 PM",10,82.25,16
Free Solo,"Nov 8, 2018 7:30:00 PM",56,507.75,17
Gadget Girls & ’63 Boycott w/ Risé Sanders-Weir & Gordon Quinn,"Jul 16, 2018 7:30:00 PM",20,138.0,1
Ganja & Hess,"Oct 12, 2018 10:00:00 PM",9,40.0,1
Gattaca,"Feb 12, 2018 7:30:00 PM",110,989.0,1
George A. Romero Double Feature,"Oct 27, 2017 10:00:00 PM",27,276.0,1
Get Out,"Feb 16, 2018 10:00:00 PM",46,336.0,1
Get Out,"Feb 17, 2018 10:00:00 PM",43,336.0,2
Get Out,"Feb 6, 2017 7:30:00 PM",246,0.0,3
Ghost Stories,"Aug 3, 2018 10:00:00 PM",26,208.0,1
Ghost Stories,"Aug 4, 2018 10:00:00 PM",34,248.0,2
Ghost Stories,"Aug 8, 2018 10:00:00 PM",15,104.0,3
Ghost Stories,"Aug 9, 2018 9:45:00 PM",29,216.0,4
Giant Little Ones,"Apr 19, 2019 5:00:00 PM",5,40.0,1
Giant Little Ones,"Apr 20, 2019 2:30:00 PM",13,100.5,2
Giant Little Ones,"Apr 23, 2019 5:00:00 PM",4,33.5,3
