,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons
0,"Henry G. Sanders, Kaycee Moore, Charles Bracy, Angela Burnett",3 wins & 3 nominations.,N/A,USA,13-Nov-07,Charles Burnett,Drama,English,95,"Set in the Watts area of Los Angeles, a slaughterhouse worker must suspend his emotions to continue working at a job he finds repugnant, and then he finds he has little sensitivity for the family he works so hard to support.",https://m.media-amazon.com/images/M/MV5BMTYwNjI3Mzk3Ml5BMl5BanBnXkFtZTYwMDQ0NjY3._V1_SX300.jpg,Milestone Film,N/A,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",14-Nov-78,TRUE,80 min,Killer of Sheep,movie,N/A,Charles Burnett,1978,tt0076263,7.3,"5,545",
1,"Henry G. Sanders, Kaycee Moore, Charles Bracy, Angela Burnett",3 wins & 3 nominations.,N/A,USA,13-Nov-07,Charles Burnett,Drama,English,95,"Set in the Watts area of Los Angeles, a slaughterhouse worker must suspend his emotions to continue working at a job he finds repugnant, and then he finds he has little sensitivity for the family he works so hard to support.",https://m.media-amazon.com/images/M/MV5BMTYwNjI3Mzk3Ml5BMl5BanBnXkFtZTYwMDQ0NjY3._V1_SX300.jpg,Milestone Film,N/A,"{'Source': 'Rotten Tomatoes', 'Value': '97%'}",14-Nov-78,TRUE,80 min,Killer of Sheep,movie,N/A,Charles Burnett,1978,tt0076263,7.3,"5,545",
2,"Henry G. Sanders, Kaycee Moore, Charles Bracy, Angela Burnett",3 wins & 3 nominations.,N/A,USA,13-Nov-07,Charles Burnett,Drama,English,95,"Set in the Watts area of Los Angeles, a slaughterhouse worker must suspend his emotions to continue working at a job he finds repugnant, and then he finds he has little sensitivity for the family he works so hard to support.",https://m.media-amazon.com/images/M/MV5BMTYwNjI3Mzk3Ml5BMl5BanBnXkFtZTYwMDQ0NjY3._V1_SX300.jpg,Milestone Film,N/A,"{'Source': 'Metacritic', 'Value': '95/100'}",14-Nov-78,TRUE,80 min,Killer of Sheep,movie,N/A,Charles Burnett,1978,tt0076263,7.3,"5,545",
0,"David Bowie, Jennifer Connelly, Toby Froud, Shelley Thompson",Nominated for 1 BAFTA Film Award. Another 3 nominations.,N/A,"UK, USA",12-Oct-99,Jim Henson,"Adventure, Family, Fantasy, Musical",English,50,A 16-year-old girl is given 13 hours to solve a labyrinth and rescue her baby brother when her wish for him to be taken away is granted by the Goblin King.,https://m.media-amazon.com/images/M/MV5BMjM2MDE4OTQwOV5BMl5BanBnXkFtZTgwNjgxMTg2NzE@._V1_SX300.jpg,Sony Pictures Home Entertainment,PG,"{'Source': 'Internet Movie Database', 'Value': '7.4/10'}",27-Jun-86,TRUE,101 min,Labyrinth,movie,N/A,"Dennis Lee (story by), Jim Henson (story by), Terry Jones (screenplay by)",1986,tt0091369,7.4,"114,270",
1,"David Bowie, Jennifer Connelly, Toby Froud, Shelley Thompson",Nominated for 1 BAFTA Film Award. Another 3 nominations.,N/A,"UK, USA",12-Oct-99,Jim Henson,"Adventure, Family, Fantasy, Musical",English,50,A 16-year-old girl is given 13 hours to solve a labyrinth and rescue her baby brother when her wish for him to be taken away is granted by the Goblin King.,https://m.media-amazon.com/images/M/MV5BMjM2MDE4OTQwOV5BMl5BanBnXkFtZTgwNjgxMTg2NzE@._V1_SX300.jpg,Sony Pictures Home Entertainment,PG,"{'Source': 'Rotten Tomatoes', 'Value': '70%'}",27-Jun-86,TRUE,101 min,Labyrinth,movie,N/A,"Dennis Lee (story by), Jim Henson (story by), Terry Jones (screenplay by)",1986,tt0091369,7.4,"114,270",
2,"David Bowie, Jennifer Connelly, Toby Froud, Shelley Thompson",Nominated for 1 BAFTA Film Award. Another 3 nominations.,N/A,"UK, USA",12-Oct-99,Jim Henson,"Adventure, Family, Fantasy, Musical",English,50,A 16-year-old girl is given 13 hours to solve a labyrinth and rescue her baby brother when her wish for him to be taken away is granted by the Goblin King.,https://m.media-amazon.com/images/M/MV5BMjM2MDE4OTQwOV5BMl5BanBnXkFtZTgwNjgxMTg2NzE@._V1_SX300.jpg,Sony Pictures Home Entertainment,PG,"{'Source': 'Metacritic', 'Value': '50/100'}",27-Jun-86,TRUE,101 min,Labyrinth,movie,N/A,"Dennis Lee (story by), Jim Henson (story by), Terry Jones (screenplay by)",1986,tt0091369,7.4,"114,270",
0,"Saoirse Ronan, Laurie Metcalf, Tracy Letts, Lucas Hedges",Nominated for 5 Oscars. Another 102 wins & 191 nominations.,"$48,285,330 ",USA,6-Mar-18,Greta Gerwig,"Comedy, Drama","English, Spanish",94,"In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California.",https://m.media-amazon.com/images/M/MV5BODhkZGE0NDQtZDc0Zi00YmQ4LWJiNmUtYTY1OGM1ODRmNGVkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,A24,R,"{'Source': 'Internet Movie Database', 'Value': '7.4/10'}",1-Dec-17,TRUE,94 min,Lady Bird,movie,http://ladybird.movie/,Greta Gerwig,2017,tt4925292,7.4,"183,698",
1,"Saoirse Ronan, Laurie Metcalf, Tracy Letts, Lucas Hedges",Nominated for 5 Oscars. Another 102 wins & 191 nominations.,"$48,285,330 ",USA,6-Mar-18,Greta Gerwig,"Comedy, Drama","English, Spanish",94,"In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California.",https://m.media-amazon.com/images/M/MV5BODhkZGE0NDQtZDc0Zi00YmQ4LWJiNmUtYTY1OGM1ODRmNGVkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,A24,R,"{'Source': 'Rotten Tomatoes', 'Value': '99%'}",1-Dec-17,TRUE,94 min,Lady Bird,movie,http://ladybird.movie/,Greta Gerwig,2017,tt4925292,7.4,"183,698",
2,"Saoirse Ronan, Laurie Metcalf, Tracy Letts, Lucas Hedges",Nominated for 5 Oscars. Another 102 wins & 191 nominations.,"$48,285,330 ",USA,6-Mar-18,Greta Gerwig,"Comedy, Drama","English, Spanish",94,"In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California.",https://m.media-amazon.com/images/M/MV5BODhkZGE0NDQtZDc0Zi00YmQ4LWJiNmUtYTY1OGM1ODRmNGVkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,A24,R,"{'Source': 'Metacritic', 'Value': '94/100'}",1-Dec-17,TRUE,94 min,Lady Bird,movie,http://ladybird.movie/,Greta Gerwig,2017,tt4925292,7.4,"183,698",
0,"Florence Pugh, Cosmo Jarvis, Paul Hilton, Naomi Ackie",Nominated for 2 BAFTA Film Awards. Another 18 wins & 39 nominations.,"$1,128,187 ",UK,17-Oct-17,William Oldroyd,"Drama, Romance",English,76,"In 19th-century rural England, a young bride who has been sold into marriage discovers an unstoppable desire within herself as she enters into an affair with a worker on her estate.",https://m.media-amazon.com/images/M/MV5BMTkzNzA5MzQxNV5BMl5BanBnXkFtZTgwNjcyMjUyMjI@._V1_SX300.jpg,Roadside Attractions,R,"{'Source': 'Internet Movie Database', 'Value': '6.8/10'}",14-Jul-17,TRUE,89 min,Lady Macbeth,movie,http://www.ladymacbethfilm.com/,"Nikolai Leskov (based on Lady Macbeth of Mtsensk), Alice Birch",2016,tt4291600,6.8,"15,649",
1,"Florence Pugh, Cosmo Jarvis, Paul Hilton, Naomi Ackie",Nominated for 2 BAFTA Film Awards. Another 18 wins & 39 nominations.,"$1,128,187 ",UK,17-Oct-17,William Oldroyd,"Drama, Romance",English,76,"In 19th-century rural England, a young bride who has been sold into marriage discovers an unstoppable desire within herself as she enters into an affair with a worker on her estate.",https://m.media-amazon.com/images/M/MV5BMTkzNzA5MzQxNV5BMl5BanBnXkFtZTgwNjcyMjUyMjI@._V1_SX300.jpg,Roadside Attractions,R,"{'Source': 'Rotten Tomatoes', 'Value': '88%'}",14-Jul-17,TRUE,89 min,Lady Macbeth,movie,http://www.ladymacbethfilm.com/,"Nikolai Leskov (based on Lady Macbeth of Mtsensk), Alice Birch",2016,tt4291600,6.8,"15,649",
2,"Florence Pugh, Cosmo Jarvis, Paul Hilton, Naomi Ackie",Nominated for 2 BAFTA Film Awards. Another 18 wins & 39 nominations.,"$1,128,187 ",UK,17-Oct-17,William Oldroyd,"Drama, Romance",English,76,"In 19th-century rural England, a young bride who has been sold into marriage discovers an unstoppable desire within herself as she enters into an affair with a worker on her estate.",https://m.media-amazon.com/images/M/MV5BMTkzNzA5MzQxNV5BMl5BanBnXkFtZTgwNjcyMjUyMjI@._V1_SX300.jpg,Roadside Attractions,R,"{'Source': 'Metacritic', 'Value': '76/100'}",14-Jul-17,TRUE,89 min,Lady Macbeth,movie,http://www.ladymacbethfilm.com/,"Nikolai Leskov (based on Lady Macbeth of Mtsensk), Alice Birch",2016,tt4291600,6.8,"15,649",
0,"Jenny Slate, Jay Duplass, Abby Quinn, John Turturro",1 nomination.,N/A,USA,4-Apr-17,Gillian Robespierre,"Comedy, Drama",English,66,"In 1995, a teenager living with her sister and parents in Manhattan discovers that her father is having an affair.",https://m.media-amazon.com/images/M/MV5BMjQzODc2MzQ4MV5BMl5BanBnXkFtZTgwNTU4MjU1MjI@._V1_SX300.jpg,Magnolia Pictures,R,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",21-Jul-17,TRUE,97 min,Landline,movie,N/A,"Elisabeth Holm (story by), Gillian Robespierre (story by), Tom Bean (story by), Elisabeth Holm (screenplay by), Gillian Robespierre (screenplay by)",2017,tt5737862,6.4,"3,635",
1,"Jenny Slate, Jay Duplass, Abby Quinn, John Turturro",1 nomination.,N/A,USA,4-Apr-17,Gillian Robespierre,"Comedy, Drama",English,66,"In 1995, a teenager living with her sister and parents in Manhattan discovers that her father is having an affair.",https://m.media-amazon.com/images/M/MV5BMjQzODc2MzQ4MV5BMl5BanBnXkFtZTgwNTU4MjU1MjI@._V1_SX300.jpg,Magnolia Pictures,R,"{'Source': 'Metacritic', 'Value': '66/100'}",21-Jul-17,TRUE,97 min,Landline,movie,N/A,"Elisabeth Holm (story by), Gillian Robespierre (story by), Tom Bean (story by), Elisabeth Holm (screenplay by), Gillian Robespierre (screenplay by)",2017,tt5737862,6.4,"3,635",
0,"Emma Thompson, Mindy Kaling, John Lithgow, Hugh Dancy",N/A,N/A,USA,6-Sep-19,Nisha Ganatra,"Comedy, Drama",English,71,A late night talk show host suspects that she may soon lose her long-running show.,https://m.media-amazon.com/images/M/MV5BNjZmOTEwMGEtOWVmMy00Njg4LWI1OGEtMGYwN2VmYzJiYzAzXkEyXkFqcGdeQXVyODE1MjMyNzI@._V1_SX300.jpg,Amazon Studios,R,"{'Source': 'Internet Movie Database', 'Value': '6.5/10'}",14-Jun-19,TRUE,102 min,Late Night,movie,https://www.facebook.com/latenightthemovie,Mindy Kaling (screenplay by),2019,tt6107548,6.5,"4,647",
1,"Emma Thompson, Mindy Kaling, John Lithgow, Hugh Dancy",N/A,N/A,USA,6-Sep-19,Nisha Ganatra,"Comedy, Drama",English,71,A late night talk show host suspects that she may soon lose her long-running show.,https://m.media-amazon.com/images/M/MV5BNjZmOTEwMGEtOWVmMy00Njg4LWI1OGEtMGYwN2VmYzJiYzAzXkEyXkFqcGdeQXVyODE1MjMyNzI@._V1_SX300.jpg,Amazon Studios,R,"{'Source': 'Rotten Tomatoes', 'Value': '80%'}",14-Jun-19,TRUE,102 min,Late Night,movie,https://www.facebook.com/latenightthemovie,Mindy Kaling (screenplay by),2019,tt6107548,6.5,"4,647",
2,"Emma Thompson, Mindy Kaling, John Lithgow, Hugh Dancy",N/A,N/A,USA,6-Sep-19,Nisha Ganatra,"Comedy, Drama",English,71,A late night talk show host suspects that she may soon lose her long-running show.,https://m.media-amazon.com/images/M/MV5BNjZmOTEwMGEtOWVmMy00Njg4LWI1OGEtMGYwN2VmYzJiYzAzXkEyXkFqcGdeQXVyODE1MjMyNzI@._V1_SX300.jpg,Amazon Studios,R,"{'Source': 'Metacritic', 'Value': '71/100'}",14-Jun-19,TRUE,102 min,Late Night,movie,https://www.facebook.com/latenightthemovie,Mindy Kaling (screenplay by),2019,tt6107548,6.5,"4,647",
0,"Charlie Plummer, Amy Seimetz, Travis Fimmel, Steve Buscemi",7 wins & 3 nominations.,N/A,UK,10-Jul-18,Andrew Haigh,"Adventure, Drama","English, Spanish",80,"A teenager gets a summer job working for a horse trainer and befriends the fading racehorse, Lean on Pete.",https://m.media-amazon.com/images/M/MV5BNWRiYzYxNTEtYmU5My00M2Q5LTk5Y2ItZjhkMTZmNjVhYmFhXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_SX300.jpg,A24,R,"{'Source': 'Internet Movie Database', 'Value': '7.2/10'}",6-Apr-18,TRUE,121 min,Lean on Pete,movie,https://a24films.com/films/lean-on-pete,"Andrew Haigh, Willy Vlautin (based on the novel by)",2017,tt5340300,7.2,"8,882",
1,"Charlie Plummer, Amy Seimetz, Travis Fimmel, Steve Buscemi",7 wins & 3 nominations.,N/A,UK,10-Jul-18,Andrew Haigh,"Adventure, Drama","English, Spanish",80,"A teenager gets a summer job working for a horse trainer and befriends the fading racehorse, Lean on Pete.",https://m.media-amazon.com/images/M/MV5BNWRiYzYxNTEtYmU5My00M2Q5LTk5Y2ItZjhkMTZmNjVhYmFhXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_SX300.jpg,A24,R,"{'Source': 'Rotten Tomatoes', 'Value': '91%'}",6-Apr-18,TRUE,121 min,Lean on Pete,movie,https://a24films.com/films/lean-on-pete,"Andrew Haigh, Willy Vlautin (based on the novel by)",2017,tt5340300,7.2,"8,882",
2,"Charlie Plummer, Amy Seimetz, Travis Fimmel, Steve Buscemi",7 wins & 3 nominations.,N/A,UK,10-Jul-18,Andrew Haigh,"Adventure, Drama","English, Spanish",80,"A teenager gets a summer job working for a horse trainer and befriends the fading racehorse, Lean on Pete.",https://m.media-amazon.com/images/M/MV5BNWRiYzYxNTEtYmU5My00M2Q5LTk5Y2ItZjhkMTZmNjVhYmFhXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_SX300.jpg,A24,R,"{'Source': 'Metacritic', 'Value': '80/100'}",6-Apr-18,TRUE,121 min,Lean on Pete,movie,https://a24films.com/films/lean-on-pete,"Andrew Haigh, Willy Vlautin (based on the novel by)",2017,tt5340300,7.2,"8,882",
0,"Andy Goldsworthy, Holly Goldsworthy",2 nominations.,N/A,"UK, Germany",N/A,Thomas Riedelsheimer,Documentary,"English, Portuguese, French",76,"Leaning into the Wind follows artist Andy Goldsworthy on his exploration of the world and himself through ephemeral and permanent workings on the landscape, cities and with his own body.",https://m.media-amazon.com/images/M/MV5BNjkxYWE0ODgtNmY5MC00OWE4LWFiNWYtZmZhN2Y5ZWZkZmY4XkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_SX300.jpg,Magnolia Pictures,PG,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",11-Oct-18,TRUE,97 min,Leaning Into the Wind: Andy Goldsworthy,movie,https://www.leaningintothewindfilm.com/,N/A,2017,tt6263828,6.4,207,
1,"Andy Goldsworthy, Holly Goldsworthy",2 nominations.,N/A,"UK, Germany",N/A,Thomas Riedelsheimer,Documentary,"English, Portuguese, French",76,"Leaning into the Wind follows artist Andy Goldsworthy on his exploration of the world and himself through ephemeral and permanent workings on the landscape, cities and with his own body.",https://m.media-amazon.com/images/M/MV5BNjkxYWE0ODgtNmY5MC00OWE4LWFiNWYtZmZhN2Y5ZWZkZmY4XkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_SX300.jpg,Magnolia Pictures,PG,"{'Source': 'Rotten Tomatoes', 'Value': '98%'}",11-Oct-18,TRUE,97 min,Leaning Into the Wind: Andy Goldsworthy,movie,https://www.leaningintothewindfilm.com/,N/A,2017,tt6263828,6.4,207,
2,"Andy Goldsworthy, Holly Goldsworthy",2 nominations.,N/A,"UK, Germany",N/A,Thomas Riedelsheimer,Documentary,"English, Portuguese, French",76,"Leaning into the Wind follows artist Andy Goldsworthy on his exploration of the world and himself through ephemeral and permanent workings on the landscape, cities and with his own body.",https://m.media-amazon.com/images/M/MV5BNjkxYWE0ODgtNmY5MC00OWE4LWFiNWYtZmZhN2Y5ZWZkZmY4XkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_SX300.jpg,Magnolia Pictures,PG,"{'Source': 'Metacritic', 'Value': '76/100'}",11-Oct-18,TRUE,97 min,Leaning Into the Wind: Andy Goldsworthy,movie,https://www.leaningintothewindfilm.com/,N/A,2017,tt6263828,6.4,207,
0,"Brett Gelman, Judy Greer, Michael Cera, Gillian Jacobs",1 win & 6 nominations.,N/A,USA,N/A,Janicza Bravo,"Comedy, Drama",English,59,A man watches his life unravel after he is left by his girlfriend of 10 years.,https://m.media-amazon.com/images/M/MV5BMjE5NzkxMDE5NF5BMl5BanBnXkFtZTgwODM0MDQ4MjI@._V1_SX300.jpg,N/A,Not Rated,"{'Source': 'Internet Movie Database', 'Value': '4.6/10'}",18-Aug-17,TRUE,83 min,Lemon,movie,N/A,"Janicza Bravo, Brett Gelman",2017,tt5973364,4.6,"1,310",
1,"Brett Gelman, Judy Greer, Michael Cera, Gillian Jacobs",1 win & 6 nominations.,N/A,USA,N/A,Janicza Bravo,"Comedy, Drama",English,59,A man watches his life unravel after he is left by his girlfriend of 10 years.,https://m.media-amazon.com/images/M/MV5BMjE5NzkxMDE5NF5BMl5BanBnXkFtZTgwODM0MDQ4MjI@._V1_SX300.jpg,N/A,Not Rated,"{'Source': 'Metacritic', 'Value': '59/100'}",18-Aug-17,TRUE,83 min,Lemon,movie,N/A,"Janicza Bravo, Brett Gelman",2017,tt5973364,4.6,"1,310",
0,"Elina Löwensohn, Stéphane Ferrara, Bernie Bonvoisin, Michelangelo Marchese",1 nomination.,N/A,"France, Belgium",N/A,"Hélène Cattet, Bruno Forzani",Thriller,French,62,"A grizzled thug and his gang head to an island retreat with a haul of 250 kilograms of gold bullion to lay low; however, a bohemian writer, his muse, and a pair of gendarmes further complicate things, as allegiances are put to the test.",https://m.media-amazon.com/images/M/MV5BYTM0Yzk3ZDctMmQxMS00MTI3LThiNTgtYTFiNzg1ZjA3ZDllXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,N/A,Unrated,"{'Source': 'Internet Movie Database', 'Value': '6.2/10'}",31-Aug-18,TRUE,92 min,Let the Corpses Tan,movie,N/A,"Hélène Cattet, Bruno Forzani, Jean-Patrick Manchette (novel), Jean-Pierre Bastid (novel)",2017,tt5827212,6.2,"1,941",
1,"Elina Löwensohn, Stéphane Ferrara, Bernie Bonvoisin, Michelangelo Marchese",1 nomination.,N/A,"France, Belgium",N/A,"Hélène Cattet, Bruno Forzani",Thriller,French,62,"A grizzled thug and his gang head to an island retreat with a haul of 250 kilograms of gold bullion to lay low; however, a bohemian writer, his muse, and a pair of gendarmes further complicate things, as allegiances are put to the test.",https://m.media-amazon.com/images/M/MV5BYTM0Yzk3ZDctMmQxMS00MTI3LThiNTgtYTFiNzg1ZjA3ZDllXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,N/A,Unrated,"{'Source': 'Metacritic', 'Value': '62/100'}",31-Aug-18,TRUE,92 min,Let the Corpses Tan,movie,N/A,"Hélène Cattet, Bruno Forzani, Jean-Patrick Manchette (novel), Jean-Pierre Bastid (novel)",2017,tt5827212,6.2,"1,941",
0,"Owen Suskind, Ron Suskind, Cornelia Suskind, Walter Suskind",Nominated for 1 Oscar. Another 13 wins & 23 nominations.,"$244,031 ",USA,11-Oct-16,Roger Ross Williams,"Documentary, Comedy, Drama, Family, Fantasy, Romance",English,75,"A coming of age story about a boy and his family who overcame great challenges by turning Disney animated movies into a language to express love, loss, kinship and brotherhood.",https://m.media-amazon.com/images/M/MV5BMTcwNTMzODI4Nl5BMl5BanBnXkFtZTgwMjM2NTQxOTE@._V1_SX300.jpg,A&amp;E IndieFilms,PG,"{'Source': 'Internet Movie Database', 'Value': '7.5/10'}",20-Oct-16,TRUE,92 min,"Life, Animated",movie,http://www.lifeanimateddoc.com/,"Ron Suskind (based on the book by), Emily Hubley (animation writer), Kate Rose (transcripts), Joyzel Acevedo (transcripts), Florence Goupil (translator), Owen Suskind",2016,tt3917210,7.5,"5,122",
1,"Owen Suskind, Ron Suskind, Cornelia Suskind, Walter Suskind",Nominated for 1 Oscar. Another 13 wins & 23 nominations.,"$244,031 ",USA,11-Oct-16,Roger Ross Williams,"Documentary, Comedy, Drama, Family, Fantasy, Romance",English,75,"A coming of age story about a boy and his family who overcame great challenges by turning Disney animated movies into a language to express love, loss, kinship and brotherhood.",https://m.media-amazon.com/images/M/MV5BMTcwNTMzODI4Nl5BMl5BanBnXkFtZTgwMjM2NTQxOTE@._V1_SX300.jpg,A&amp;E IndieFilms,PG,"{'Source': 'Rotten Tomatoes', 'Value': '94%'}",20-Oct-16,TRUE,92 min,"Life, Animated",movie,http://www.lifeanimateddoc.com/,"Ron Suskind (based on the book by), Emily Hubley (animation writer), Kate Rose (transcripts), Joyzel Acevedo (transcripts), Florence Goupil (translator), Owen Suskind",2016,tt3917210,7.5,"5,122",
2,"Owen Suskind, Ron Suskind, Cornelia Suskind, Walter Suskind",Nominated for 1 Oscar. Another 13 wins & 23 nominations.,"$244,031 ",USA,11-Oct-16,Roger Ross Williams,"Documentary, Comedy, Drama, Family, Fantasy, Romance",English,75,"A coming of age story about a boy and his family who overcame great challenges by turning Disney animated movies into a language to express love, loss, kinship and brotherhood.",https://m.media-amazon.com/images/M/MV5BMTcwNTMzODI4Nl5BMl5BanBnXkFtZTgwMjM2NTQxOTE@._V1_SX300.jpg,A&amp;E IndieFilms,PG,"{'Source': 'Metacritic', 'Value': '75/100'}",20-Oct-16,TRUE,92 min,"Life, Animated",movie,http://www.lifeanimateddoc.com/,"Ron Suskind (based on the book by), Emily Hubley (animation writer), Kate Rose (transcripts), Joyzel Acevedo (transcripts), Florence Goupil (translator), Owen Suskind",2016,tt3917210,7.5,"5,122",
0,"Sunny Pawar, Abhishek Bharate, Priyanka Bose, Khushi Solanki",Nominated for 6 Oscars. Another 49 wins & 80 nominations.,"$51,694,854 ","UK, Australia, USA",11-Apr-17,Garth Davis,"Biography, Drama","English, Hindi, Bengali",69,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia. 25 years later, he sets out to find his lost family.",https://m.media-amazon.com/images/M/MV5BMjA3NjkzNjg2MF5BMl5BanBnXkFtZTgwMDkyMzgzMDI@._V1_SX300.jpg,See-Saw Films,PG-13,"{'Source': 'Internet Movie Database', 'Value': '8.0/10'}",6-Jan-17,TRUE,118 min,Lion,movie,http://lionmovie.com/,"Saroo Brierley (adapted from the book ""A Long Way Home"" by), Luke Davies (screenplay by)",2016,tt3741834,8,"186,039",
1,"Sunny Pawar, Abhishek Bharate, Priyanka Bose, Khushi Solanki",Nominated for 6 Oscars. Another 49 wins & 80 nominations.,"$51,694,854 ","UK, Australia, USA",11-Apr-17,Garth Davis,"Biography, Drama","English, Hindi, Bengali",69,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia. 25 years later, he sets out to find his lost family.",https://m.media-amazon.com/images/M/MV5BMjA3NjkzNjg2MF5BMl5BanBnXkFtZTgwMDkyMzgzMDI@._V1_SX300.jpg,See-Saw Films,PG-13,"{'Source': 'Rotten Tomatoes', 'Value': '85%'}",6-Jan-17,TRUE,118 min,Lion,movie,http://lionmovie.com/,"Saroo Brierley (adapted from the book ""A Long Way Home"" by), Luke Davies (screenplay by)",2016,tt3741834,8,"186,039",
2,"Sunny Pawar, Abhishek Bharate, Priyanka Bose, Khushi Solanki",Nominated for 6 Oscars. Another 49 wins & 80 nominations.,"$51,694,854 ","UK, Australia, USA",11-Apr-17,Garth Davis,"Biography, Drama","English, Hindi, Bengali",69,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia. 25 years later, he sets out to find his lost family.",https://m.media-amazon.com/images/M/MV5BMjA3NjkzNjg2MF5BMl5BanBnXkFtZTgwMDkyMzgzMDI@._V1_SX300.jpg,See-Saw Films,PG-13,"{'Source': 'Metacritic', 'Value': '69/100'}",6-Jan-17,TRUE,118 min,Lion,movie,http://lionmovie.com/,"Saroo Brierley (adapted from the book ""A Long Way Home"" by), Luke Davies (screenplay by)",2016,tt3741834,8,"186,039",
0,"Theo Taplitz, John Procaccino, Ching Valdes-Aran, Stan Carp",1 win & 15 nominations.,"$702,191 ","USA, Greece, Brazil",13-Dec-16,Ira Sachs,Drama,"English, Spanish",86,A new pair of best friends have their bond tested by their parents' battle over a dress shop lease.,https://m.media-amazon.com/images/M/MV5BMTkwOTIwNjk2Nl5BMl5BanBnXkFtZTgwOTg4OTk4ODE@._V1_SX300.jpg,Race Point Films,PG,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",4-May-17,TRUE,85 min,Little Men,movie,http://www.littlemenfilm.com/,"Mauricio Zacharias, Ira Sachs",2016,tt4919484,6.7,"6,156",
1,"Theo Taplitz, John Procaccino, Ching Valdes-Aran, Stan Carp",1 win & 15 nominations.,"$702,191 ","USA, Greece, Brazil",13-Dec-16,Ira Sachs,Drama,"English, Spanish",86,A new pair of best friends have their bond tested by their parents' battle over a dress shop lease.,https://m.media-amazon.com/images/M/MV5BMTkwOTIwNjk2Nl5BMl5BanBnXkFtZTgwOTg4OTk4ODE@._V1_SX300.jpg,Race Point Films,PG,"{'Source': 'Rotten Tomatoes', 'Value': '96%'}",4-May-17,TRUE,85 min,Little Men,movie,http://www.littlemenfilm.com/,"Mauricio Zacharias, Ira Sachs",2016,tt4919484,6.7,"6,156",
2,"Theo Taplitz, John Procaccino, Ching Valdes-Aran, Stan Carp",1 win & 15 nominations.,"$702,191 ","USA, Greece, Brazil",13-Dec-16,Ira Sachs,Drama,"English, Spanish",86,A new pair of best friends have their bond tested by their parents' battle over a dress shop lease.,https://m.media-amazon.com/images/M/MV5BMTkwOTIwNjk2Nl5BMl5BanBnXkFtZTgwOTg4OTk4ODE@._V1_SX300.jpg,Race Point Films,PG,"{'Source': 'Metacritic', 'Value': '86/100'}",4-May-17,TRUE,85 min,Little Men,movie,http://www.littlemenfilm.com/,"Mauricio Zacharias, Ira Sachs",2016,tt4919484,6.7,"6,156",
0,"Tessa Thompson, Lily James, Luke Kirby, James Badge Dale",N/A,N/A,USA,16-Jul-19,Nia DaCosta,"Crime, Drama, Western",English,74,A modern Western about two sisters who work outside the law to better their lives,https://m.media-amazon.com/images/M/MV5BMTU2NjcyODQ0MF5BMl5BanBnXkFtZTgwMjgwNTcxNzM@._V1_SX300.jpg,NEON,R,"{'Source': 'Internet Movie Database', 'Value': '6.1/10'}",19-Apr-19,TRUE,105 min,Little Woods,movie,https://www.littlewoodsmovie.com/,Nia DaCosta,2018,tt6418918,6.1,"1,072",
1,"Tessa Thompson, Lily James, Luke Kirby, James Badge Dale",N/A,N/A,USA,16-Jul-19,Nia DaCosta,"Crime, Drama, Western",English,74,A modern Western about two sisters who work outside the law to better their lives,https://m.media-amazon.com/images/M/MV5BMTU2NjcyODQ0MF5BMl5BanBnXkFtZTgwMjgwNTcxNzM@._V1_SX300.jpg,NEON,R,"{'Source': 'Rotten Tomatoes', 'Value': '96%'}",19-Apr-19,TRUE,105 min,Little Woods,movie,https://www.littlewoodsmovie.com/,Nia DaCosta,2018,tt6418918,6.1,"1,072",
